tournament_id,match_id,source_match_id,match_number,edition_year,competition_id,season_id,round_code,round_name,group_code,kickoff_datetime_utc,kickoff_datetime_local,kickoff_date_local,kickoff_time_local,venue_id,venue_name,home_slot_label,away_slot_label,home_team_id,away_team_id,home_team_confederation,away_team_confederation,home_tournament_name,away_tournament_name,home_canonical_name,away_canonical_name,status,status_code,home_score,away_score,went_to_extra_time,penalties_home,penalties_away,winner_team_id,placeholder_a,placeholder_b,result_type,last_verified_at,source_url
WC-2026,WC-2026_051,400021451,51,2026,17,285023,GS,First Stage,B,2026-06-24T19:00:00Z,2026-06-24T12:00:00Z,2026-06-24,12:00,400248370,BC Place Vancouver,Switzerland,Canada,SUI,CAN,UEFA,CONCACAF,Switzerland,Canada,Switzerland,Canada,scheduled,1,,,FALSE,,,,B4,B1,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_052,400021448,52,2026,17,285023,GS,First Stage,B,2026-06-24T19:00:00Z,2026-06-24T12:00:00Z,2026-06-24,12:00,400216606,Seattle Stadium,Bosnia and Herzegovina,Qatar,BIH,QAT,UEFA,AFC,Bosnia and Herzegovina,Qatar,Bosnia and Herzegovina,Qatar,scheduled,1,,,FALSE,,,,UEFA PO A,B3,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_049,400021455,49,2026,17,285023,GS,First Stage,C,2026-06-24T22:00:00Z,2026-06-24T18:00:00Z,2026-06-24,18:00,400257525,Miami Stadium,Scotland,Brazil,SCO,BRA,UEFA,CONMEBOL,Scotland,Brazil,Scotland,Brazil,scheduled,1,,,FALSE,,,,C4,C1,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_050,400021452,50,2026,17,285023,GS,First Stage,C,2026-06-24T22:00:00Z,2026-06-24T18:00:00Z,2026-06-24,18:00,400098290,Atlanta Stadium,Morocco,Haiti,MAR,HAI,CAF,CONCACAF,Morocco,Haiti,Morocco,Haiti,scheduled,1,,,FALSE,,,,C2,C3,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_053,400021444,53,2026,17,285023,GS,First Stage,A,2026-06-25T01:00:00Z,2026-06-24T19:00:00Z,2026-06-24,19:00,400222084,Mexico City Stadium,Czechia,Mexico,CZE,MEX,UEFA,CONCACAF,Czechia,Mexico,Czechia,Mexico,scheduled,1,,,FALSE,,,,UEFA PO D,A1,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_054,400021445,54,2026,17,285023,GS,First Stage,A,2026-06-25T01:00:00Z,2026-06-24T19:00:00Z,2026-06-24,19:00,400238450,Monterrey Stadium,South Africa,Korea Republic,RSA,KOR,CAF,AFC,South Africa,Korea Republic,South Africa,South Korea,scheduled,1,,,FALSE,,,,A2,A3,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_055,400021468,55,2026,17,285023,GS,First Stage,E,2026-06-25T20:00:00Z,2026-06-25T16:00:00Z,2026-06-25,16:00,400248622,Philadelphia Stadium,Curaçao,Côte d'Ivoire,CUW,CIV,CONCACAF,CAF,Curaçao,Côte d'Ivoire,Curacao,Ivory Coast,scheduled,1,,,FALSE,,,,E2,E3,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_056,400021466,56,2026,17,285023,GS,First Stage,E,2026-06-25T20:00:00Z,2026-06-25T16:00:00Z,2026-06-25,16:00,400257536,New York/New Jersey Stadium,Ecuador,Germany,ECU,GER,CONMEBOL,UEFA,Ecuador,Germany,Ecuador,Germany,scheduled,1,,,FALSE,,,,E4,E1,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_057,400021471,57,2026,17,285023,GS,First Stage,F,2026-06-25T23:00:00Z,2026-06-25T18:00:00Z,2026-06-25,18:00,400257526,Dallas Stadium,Japan,Sweden,JPN,SWE,AFC,UEFA,Japan,Sweden,Japan,Sweden,scheduled,1,,,FALSE,,,,F2,UEFA PO B,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_058,400021473,58,2026,17,285023,GS,First Stage,F,2026-06-25T23:00:00Z,2026-06-25T18:00:00Z,2026-06-25,18:00,400254717,Kansas City Stadium,Tunisia,Netherlands,TUN,NED,CAF,UEFA,Tunisia,Netherlands,Tunisia,Netherlands,scheduled,1,,,FALSE,,,,F4,F1,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_059,400021459,59,2026,17,285023,GS,First Stage,D,2026-06-26T02:00:00Z,2026-06-25T19:00:00Z,2026-06-25,19:00,400017978,Los Angeles Stadium,Türkiye,USA,TUR,USA,UEFA,CONCACAF,Türkiye,USA,Turkey,United States,scheduled,1,,,FALSE,,,,UEFA PO C,D1,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_060,400021461,60,2026,17,285023,GS,First Stage,D,2026-06-26T02:00:00Z,2026-06-25T19:00:00Z,2026-06-25,19:00,400257521,San Francisco Bay Area Stadium,Paraguay,Australia,PAR,AUS,CONMEBOL,AFC,Paraguay,Australia,Paraguay,Australia,scheduled,1,,,FALSE,,,,D2,D3,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_061,400021489,61,2026,17,285023,GS,First Stage,I,2026-06-26T19:00:00Z,2026-06-26T15:00:00Z,2026-06-26,15:00,400248623,Boston Stadium,Norway,France,NOR,FRA,UEFA,UEFA,Norway,France,Norway,France,scheduled,1,,,FALSE,,,,I4,I1,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_062,400021493,62,2026,17,285023,GS,First Stage,I,2026-06-26T19:00:00Z,2026-06-26T15:00:00Z,2026-06-26,15:00,400242032,Toronto Stadium,Senegal,Iraq,SEN,IRQ,CAF,AFC,Senegal,Iraq,Senegal,Iraq,scheduled,1,,,FALSE,,,,I2,FIFA PO 2,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_065,400021485,65,2026,17,285023,GS,First Stage,H,2026-06-27T00:00:00Z,2026-06-26T19:00:00Z,2026-06-26,19:00,400249385,Houston Stadium,Cabo Verde,Saudi Arabia,CPV,KSA,CAF,AFC,Cabo Verde,Saudi Arabia,Cape Verde,Saudi Arabia,scheduled,1,,,FALSE,,,,H2,H3,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_066,400021484,66,2026,17,285023,GS,First Stage,H,2026-06-27T00:00:00Z,2026-06-26T18:00:00Z,2026-06-26,18:00,400252150,Guadalajara Stadium,Uruguay,Spain,URU,ESP,CONMEBOL,UEFA,Uruguay,Spain,Uruguay,Spain,scheduled,1,,,FALSE,,,,H4,H1,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_063,400021479,63,2026,17,285023,GS,First Stage,G,2026-06-27T03:00:00Z,2026-06-26T20:00:00Z,2026-06-26,20:00,400216606,Seattle Stadium,Egypt,IR Iran,EGY,IRN,CAF,AFC,Egypt,IR Iran,Egypt,Iran,scheduled,1,,,FALSE,,,,G2,G3,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_064,400021481,64,2026,17,285023,GS,First Stage,G,2026-06-27T03:00:00Z,2026-06-26T20:00:00Z,2026-06-26,20:00,400248370,BC Place Vancouver,New Zealand,Belgium,NZL,BEL,OFC,UEFA,New Zealand,Belgium,New Zealand,Belgium,scheduled,1,,,FALSE,,,,G4,G1,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_067,400021508,67,2026,17,285023,GS,First Stage,L,2026-06-27T21:00:00Z,2026-06-27T17:00:00Z,2026-06-27,17:00,400257536,New York/New Jersey Stadium,Panama,England,PAN,ENG,CONCACAF,UEFA,Panama,England,Panama,England,scheduled,1,,,FALSE,,,,L4,L1,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_068,400021509,68,2026,17,285023,GS,First Stage,L,2026-06-27T21:00:00Z,2026-06-27T17:00:00Z,2026-06-27,17:00,400248622,Philadelphia Stadium,Croatia,Ghana,CRO,GHA,UEFA,CAF,Croatia,Ghana,Croatia,Ghana,scheduled,1,,,FALSE,,,,L2,L3,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_071,400021505,71,2026,17,285023,GS,First Stage,K,2026-06-27T23:30:00Z,2026-06-27T19:30:00Z,2026-06-27,19:30,400257525,Miami Stadium,Colombia,Portugal,COL,POR,CONMEBOL,UEFA,Colombia,Portugal,Colombia,Portugal,scheduled,1,,,FALSE,,,,K4,K1,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_072,400021500,72,2026,17,285023,GS,First Stage,K,2026-06-27T23:30:00Z,2026-06-27T19:30:00Z,2026-06-27,19:30,400098290,Atlanta Stadium,Congo DR,Uzbekistan,COD,UZB,CAF,AFC,Congo DR,Uzbekistan,DR Congo,Uzbekistan,scheduled,1,,,FALSE,,,,FIFA PO 1,K3,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_069,400021497,69,2026,17,285023,GS,First Stage,J,2026-06-28T02:00:00Z,2026-06-27T21:00:00Z,2026-06-27,21:00,400254717,Kansas City Stadium,Algeria,Austria,ALG,AUT,CAF,UEFA,Algeria,Austria,Algeria,Austria,scheduled,1,,,FALSE,,,,J2,J3,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_070,400021495,70,2026,17,285023,GS,First Stage,J,2026-06-28T02:00:00Z,2026-06-27T21:00:00Z,2026-06-27,21:00,400257526,Dallas Stadium,Jordan,Argentina,JOR,ARG,AFC,CONMEBOL,Jordan,Argentina,Jordan,Argentina,scheduled,1,,,FALSE,,,,J4,J1,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_073,400021518,73,2026,17,285023,R32,Round of 32,,2026-06-28T19:00:00Z,2026-06-28T12:00:00Z,2026-06-28,12:00,400017978,Los Angeles Stadium,2A,2B,,,,,,,,,scheduled,1,,,FALSE,,,,2A,2B,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_076,400021516,76,2026,17,285023,R32,Round of 32,,2026-06-29T17:00:00Z,2026-06-29T12:00:00Z,2026-06-29,12:00,400249385,Houston Stadium,1C,2F,,,,,,,,,scheduled,1,,,FALSE,,,,1C,2F,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_074,400021513,74,2026,17,285023,R32,Round of 32,,2026-06-29T20:30:00Z,2026-06-29T16:30:00Z,2026-06-29,16:30,400248623,Boston Stadium,1E,3ABCDF,,,,,,,,,scheduled,1,,,FALSE,,,,1E,3ABCDF,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_075,400021522,75,2026,17,285023,R32,Round of 32,,2026-06-30T01:00:00Z,2026-06-29T19:00:00Z,2026-06-29,19:00,400238450,Monterrey Stadium,1F,2C,,,,,,,,,scheduled,1,,,FALSE,,,,1F,2C,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_078,400021514,78,2026,17,285023,R32,Round of 32,,2026-06-30T17:00:00Z,2026-06-30T12:00:00Z,2026-06-30,12:00,400257526,Dallas Stadium,2E,2I,,,,,,,,,scheduled,1,,,FALSE,,,,2E,2I,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_077,400021523,77,2026,17,285023,R32,Round of 32,,2026-06-30T21:00:00Z,2026-06-30T17:00:00Z,2026-06-30,17:00,400257536,New York/New Jersey Stadium,1I,3CDFGH,,,,,,,,,scheduled,1,,,FALSE,,,,1I,3CDFGH,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_079,400021520,79,2026,17,285023,R32,Round of 32,,2026-07-01T01:00:00Z,2026-06-30T19:00:00Z,2026-06-30,19:00,400222084,Mexico City Stadium,1A,3CEFHI,,,,,,,,,scheduled,1,,,FALSE,,,,1A,3CEFHI,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_080,400021512,80,2026,17,285023,R32,Round of 32,,2026-07-01T16:00:00Z,2026-07-01T12:00:00Z,2026-07-01,12:00,400098290,Atlanta Stadium,1L,3EHIJK,,,,,,,,,scheduled,1,,,FALSE,,,,1L,3EHIJK,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_082,400021525,82,2026,17,285023,R32,Round of 32,,2026-07-01T20:00:00Z,2026-07-01T13:00:00Z,2026-07-01,13:00,400216606,Seattle Stadium,1G,3AEHIJ,,,,,,,,,scheduled,1,,,FALSE,,,,1G,3AEHIJ,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_081,400021524,81,2026,17,285023,R32,Round of 32,,2026-07-02T00:00:00Z,2026-07-01T17:00:00Z,2026-07-01,17:00,400257521,San Francisco Bay Area Stadium,1D,3BEFIJ,,,,,,,,,scheduled,1,,,FALSE,,,,1D,3BEFIJ,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_084,400021519,84,2026,17,285023,R32,Round of 32,,2026-07-02T19:00:00Z,2026-07-02T12:00:00Z,2026-07-02,12:00,400017978,Los Angeles Stadium,1H,2J,,,,,,,,,scheduled,1,,,FALSE,,,,1H,2J,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_083,400021526,83,2026,17,285023,R32,Round of 32,,2026-07-02T23:00:00Z,2026-07-02T19:00:00Z,2026-07-02,19:00,400242032,Toronto Stadium,2K,2L,,,,,,,,,scheduled,1,,,FALSE,,,,2K,2L,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_085,400021527,85,2026,17,285023,R32,Round of 32,,2026-07-03T03:00:00Z,2026-07-02T20:00:00Z,2026-07-02,20:00,400248370,BC Place Vancouver,1B,3EFGIJ,,,,,,,,,scheduled,1,,,FALSE,,,,1B,3EFGIJ,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_088,400021515,88,2026,17,285023,R32,Round of 32,,2026-07-03T18:00:00Z,2026-07-03T13:00:00Z,2026-07-03,13:00,400257526,Dallas Stadium,2D,2G,,,,,,,,,scheduled,1,,,FALSE,,,,2D,2G,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_086,400021521,86,2026,17,285023,R32,Round of 32,,2026-07-03T22:00:00Z,2026-07-03T18:00:00Z,2026-07-03,18:00,400257525,Miami Stadium,1J,2H,,,,,,,,,scheduled,1,,,FALSE,,,,1J,2H,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_087,400021517,87,2026,17,285023,R32,Round of 32,,2026-07-04T01:30:00Z,2026-07-03T20:30:00Z,2026-07-03,20:30,400254717,Kansas City Stadium,1K,3DEIJL,,,,,,,,,scheduled,1,,,FALSE,,,,1K,3DEIJL,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_090,400021530,90,2026,17,285023,R16,Round of 16,,2026-07-04T17:00:00Z,2026-07-04T12:00:00Z,2026-07-04,12:00,400249385,Houston Stadium,W73,W75,,,,,,,,,scheduled,1,,,FALSE,,,,W73,W75,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_089,400021533,89,2026,17,285023,R16,Round of 16,,2026-07-04T21:00:00Z,2026-07-04T17:00:00Z,2026-07-04,17:00,400248622,Philadelphia Stadium,W74,W77,,,,,,,,,scheduled,1,,,FALSE,,,,W74,W77,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_091,400021532,91,2026,17,285023,R16,Round of 16,,2026-07-05T20:00:00Z,2026-07-05T16:00:00Z,2026-07-05,16:00,400257536,New York/New Jersey Stadium,W76,W78,,,,,,,,,scheduled,1,,,FALSE,,,,W76,W78,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_092,400021531,92,2026,17,285023,R16,Round of 16,,2026-07-06T00:00:00Z,2026-07-05T18:00:00Z,2026-07-05,18:00,400222084,Mexico City Stadium,W79,W80,,,,,,,,,scheduled,1,,,FALSE,,,,W79,W80,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_093,400021529,93,2026,17,285023,R16,Round of 16,,2026-07-06T19:00:00Z,2026-07-06T14:00:00Z,2026-07-06,14:00,400257526,Dallas Stadium,W83,W84,,,,,,,,,scheduled,1,,,FALSE,,,,W83,W84,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_094,400021534,94,2026,17,285023,R16,Round of 16,,2026-07-07T00:00:00Z,2026-07-06T17:00:00Z,2026-07-06,17:00,400216606,Seattle Stadium,W81,W82,,,,,,,,,scheduled,1,,,FALSE,,,,W81,W82,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_095,400021528,95,2026,17,285023,R16,Round of 16,,2026-07-07T16:00:00Z,2026-07-07T12:00:00Z,2026-07-07,12:00,400098290,Atlanta Stadium,W86,W88,,,,,,,,,scheduled,1,,,FALSE,,,,W86,W88,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_096,400021535,96,2026,17,285023,R16,Round of 16,,2026-07-07T20:00:00Z,2026-07-07T13:00:00Z,2026-07-07,13:00,400248370,BC Place Vancouver,W85,W87,,,,,,,,,scheduled,1,,,FALSE,,,,W85,W87,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_097,400021536,97,2026,17,285023,QF,Quarter-final,,2026-07-09T20:00:00Z,2026-07-09T16:00:00Z,2026-07-09,16:00,400248623,Boston Stadium,W89,W90,,,,,,,,,scheduled,1,,,FALSE,,,,W89,W90,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_098,400021538,98,2026,17,285023,QF,Quarter-final,,2026-07-10T19:00:00Z,2026-07-10T12:00:00Z,2026-07-10,12:00,400017978,Los Angeles Stadium,W93,W94,,,,,,,,,scheduled,1,,,FALSE,,,,W93,W94,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_099,400021539,99,2026,17,285023,QF,Quarter-final,,2026-07-11T21:00:00Z,2026-07-11T17:00:00Z,2026-07-11,17:00,400257525,Miami Stadium,W91,W92,,,,,,,,,scheduled,1,,,FALSE,,,,W91,W92,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_100,400021537,100,2026,17,285023,QF,Quarter-final,,2026-07-12T01:00:00Z,2026-07-11T20:00:00Z,2026-07-11,20:00,400254717,Kansas City Stadium,W95,W96,,,,,,,,,scheduled,1,,,FALSE,,,,W95,W96,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_101,400021541,101,2026,17,285023,SF,Semi-final,,2026-07-14T19:00:00Z,2026-07-14T14:00:00Z,2026-07-14,14:00,400257526,Dallas Stadium,W97,W98,,,,,,,,,scheduled,1,,,FALSE,,,,W97,W98,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_102,400021540,102,2026,17,285023,SF,Semi-final,,2026-07-15T19:00:00Z,2026-07-15T15:00:00Z,2026-07-15,15:00,400098290,Atlanta Stadium,W99,W100,,,,,,,,,scheduled,1,,,FALSE,,,,W99,W100,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_103,400021542,103,2026,17,285023,3P,Play-off for third place,,2026-07-18T21:00:00Z,2026-07-18T17:00:00Z,2026-07-18,17:00,400257525,Miami Stadium,RU101,RU102,,,,,,,,,scheduled,1,,,FALSE,,,,RU101,RU102,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
WC-2026,WC-2026_104,400021543,104,2026,17,285023,F,Final,,2026-07-19T19:00:00Z,2026-07-19T15:00:00Z,2026-07-19,15:00,400257536,New York/New Jersey Stadium,W101,W102,,,,,,,,,scheduled,1,,,FALSE,,,,W101,W102,0,2026-04-03,https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/scores-fixtures?country=&wtw-filter=ALL
